nombre,imagen,link,descripcion
Lenovo Laptop IdeaPad L340-15API,levonol340.jpg,https://amzn.to/2TBt4zW,"Lenovo Laptop IdeaPad L340-15API 15.6 AMD RYZEN 5, RAM 8GB,2TB HDD Abyss Blue"
